SH, 10, 2020012418, 99, CHIP,   0, 196S,  569E,  39, 1001,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,   6, 202S,  585E,  36, 1001,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  12, 209S,  601E,  37, 1000,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  18, 214S,  616E,  38, 1000,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  24, 220S,  632E,  39,  999,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  30, 223S,  646E,  40,  999,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  36, 227S,  660E,  41,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  42, 229S,  669E,  42,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  48, 231S,  679E,  40,  997,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  54, 233S,  682E,  40,  997,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  60, 235S,  685E,  40,  997,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  66, 237S,  688E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  72, 239S,  691E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  78, 245S,  691E,  36,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  84, 251S,  690E,  30, 1000,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  90, 258S,  689E,  28, 1000,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHIP,  96, 264S,  688E,  26, 1001,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,   0, 196S,  569E,  34, 1001,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,   6, 202S,  585E,  44,  997,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  12, 209S,  601E,  49,  996,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  18, 214S,  616E,  51,  994,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  24, 220S,  632E,  53,  993,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  30, 223S,  646E,  55,  992,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  36, 227S,  660E,  57,  991,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  42, 229S,  669E,  58,  990,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  48, 231S,  679E,  56,  990,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  54, 233S,  682E,  54,  990,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  60, 235S,  685E,  52,  991,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  66, 237S,  688E,  50,  992,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  72, 239S,  691E,  47,  994,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  78, 245S,  691E,  43,  995,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  84, 251S,  690E,  37,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  90, 258S,  689E,  32,  998,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP2,  96, 264S,  688E,  30, 1000,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,   0, 196S,  569E,  31, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,   6, 202S,  585E,  28, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,  12, 209S,  601E,  28, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,  18, 214S,  616E,  29, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,  24, 220S,  632E,  29, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,  30, 223S,  646E,  29, 1002,   ,   0,    ,    0,    0,    0,    0,
SH, 10, 2020012418, 99, CHP3,  36, 227S,  660E,  30, 1001,   ,   0,    ,    0,    0,    0,    0,
